site,date,inverter_id,daily_kwh,daily_kwh_per_kwp
Bissell_Thrift_Shop,2025-12-27,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-28,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-28,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-28,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-29,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-29,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-29,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-30,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-30,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-30,3,0.0,0.0
Bissell_Thrift_Shop,2025-12-31,1,0.0,0.0
Bissell_Thrift_Shop,2025-12-31,2,0.0,0.0
Bissell_Thrift_Shop,2025-12-31,3,0.0,0.0
Bissell_Thrift_Shop,2026-01-01,1,0.0,0.0
Bissell_Thrift_Shop,2026-01-01,2,0.0,0.0
Bissell_Thrift_Shop,2026-01-01,3,0.0,0.0
